Date,Amount,Category,Lag_1,Lag_4,Growth_Rate,Roll_Std_4,Trend_Target,Month,Week,Cat_Baby Food,Cat_Beverages,Cat_Cereal,Cat_Clothes,Cat_Cosmetics,Cat_Fruits,Cat_Household,Cat_Meat,Cat_Office Supplies,Cat_Personal Care,Cat_Snacks,Cat_Vegetables
2011-06-19,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,24,True,False,False,False,False,False,False,False,False,False,False,False
2011-06-26,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,25,True,False,False,False,False,False,False,False,False,False,False,False
2011-07-03,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,26,True,False,False,False,False,False,False,False,False,False,False,False
2011-07-10,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,27,True,False,False,False,False,False,False,False,False,False,False,False
2011-07-17,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,28,True,False,False,False,False,False,False,False,False,False,False,False
2011-07-24,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,29,True,False,False,False,False,False,False,False,False,False,False,False
2011-07-31,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,30,True,False,False,False,False,False,False,False,False,False,False,False
2011-08-07,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,31,True,False,False,False,False,False,False,False,False,False,False,False
2011-08-14,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,32,True,False,False,False,False,False,False,False,False,False,False,False
2011-08-21,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,33,True,False,False,False,False,False,False,False,False,False,False,False
2011-08-28,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,34,True,False,False,False,False,False,False,False,False,False,False,False
2011-09-04,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,35,True,False,False,False,False,False,False,False,False,False,False,False
2011-09-11,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,36,True,False,False,False,False,False,False,False,False,False,False,False
2011-09-18,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,37,True,False,False,False,False,False,False,False,False,False,False,False
2011-09-25,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,38,True,False,False,False,False,False,False,False,False,False,False,False
2011-10-02,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,39,True,False,False,False,False,False,False,False,False,False,False,False
2011-10-09,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,40,True,False,False,False,False,False,False,False,False,False,False,False
2011-10-16,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,41,True,False,False,False,False,False,False,False,False,False,False,False
2011-10-23,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,42,True,False,False,False,False,False,False,False,False,False,False,False
2011-10-30,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,43,True,False,False,False,False,False,False,False,False,False,False,False
2011-11-06,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,44,True,False,False,False,False,False,False,False,False,False,False,False
2011-11-13,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,45,True,False,False,False,False,False,False,False,False,False,False,False
2011-11-20,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,46,True,False,False,False,False,False,False,False,False,False,False,False
2011-11-27,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,47,True,False,False,False,False,False,False,False,False,False,False,False
2011-12-04,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,48,True,False,False,False,False,False,False,False,False,False,False,False
2011-12-11,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,49,True,False,False,False,False,False,False,False,False,False,False,False
2011-12-18,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,50,True,False,False,False,False,False,False,False,False,False,False,False
2011-12-25,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,51,True,False,False,False,False,False,False,False,False,False,False,False
2012-01-01,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,52,True,False,False,False,False,False,False,False,False,False,False,False
2012-01-08,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False
2012-01-15,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,2,True,False,False,False,False,False,False,False,False,False,False,False
2012-01-22,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,3,True,False,False,False,False,False,False,False,False,False,False,False
2012-01-29,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,4,True,False,False,False,False,False,False,False,False,False,False,False
2012-02-05,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False
2012-02-12,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,6,True,False,False,False,False,False,False,False,False,False,False,False
2012-02-19,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,7,True,False,False,False,False,False,False,False,False,False,False,False
2012-02-26,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,8,True,False,False,False,False,False,False,False,False,False,False,False
2012-03-04,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,9,True,False,False,False,False,False,False,False,False,False,False,False
2012-03-11,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,10,True,False,False,False,False,False,False,False,False,False,False,False
2012-03-18,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,11,True,False,False,False,False,False,False,False,False,False,False,False
2012-03-25,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,12,True,False,False,False,False,False,False,False,False,False,False,False
2012-04-01,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,13,True,False,False,False,False,False,False,False,False,False,False,False
2012-04-08,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,14,True,False,False,False,False,False,False,False,False,False,False,False
2012-04-15,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,15,True,False,False,False,False,False,False,False,False,False,False,False
2012-04-22,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,16,True,False,False,False,False,False,False,False,False,False,False,False
2012-04-29,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,17,True,False,False,False,False,False,False,False,False,False,False,False
2012-05-06,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,18,True,False,False,False,False,False,False,False,False,False,False,False
2012-05-13,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,19,True,False,False,False,False,False,False,False,False,False,False,False
2012-05-20,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,20,True,False,False,False,False,False,False,False,False,False,False,False
2012-05-27,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,21,True,False,False,False,False,False,False,False,False,False,False,False
2012-06-03,2198981.92,Baby Food,0.0,0.0,0.0,0.0,1,6,22,True,False,False,False,False,False,False,False,False,False,False,False
2012-06-10,0.0,Baby Food,2198981.92,0.0,0.0,1099490.96,0,6,23,True,False,False,False,False,False,False,False,False,False,False,False
2012-06-17,0.0,Baby Food,0.0,0.0,-1.0,1099490.96,0,6,24,True,False,False,False,False,False,False,False,False,False,False,False
2012-06-24,0.0,Baby Food,0.0,0.0,0.0,1099490.96,0,6,25,True,False,False,False,False,False,False,False,False,False,False,False
2012-07-01,0.0,Baby Food,0.0,2198981.92,0.0,1099490.96,0,7,26,True,False,False,False,False,False,False,False,False,False,False,False
2012-07-08,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,27,True,False,False,False,False,False,False,False,False,False,False,False
2012-07-15,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,28,True,False,False,False,False,False,False,False,False,False,False,False
2012-07-22,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,29,True,False,False,False,False,False,False,False,False,False,False,False
2012-07-29,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,30,True,False,False,False,False,False,False,False,False,False,False,False
2012-08-05,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,31,True,False,False,False,False,False,False,False,False,False,False,False
2012-08-12,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,32,True,False,False,False,False,False,False,False,False,False,False,False
2012-08-19,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,33,True,False,False,False,False,False,False,False,False,False,False,False
2012-08-26,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,34,True,False,False,False,False,False,False,False,False,False,False,False
2012-09-02,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,35,True,False,False,False,False,False,False,False,False,False,False,False
2012-09-09,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,36,True,False,False,False,False,False,False,False,False,False,False,False
2012-09-16,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,37,True,False,False,False,False,False,False,False,False,False,False,False
2012-09-23,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,38,True,False,False,False,False,False,False,False,False,False,False,False
2012-09-30,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,39,True,False,False,False,False,False,False,False,False,False,False,False
2012-10-07,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,40,True,False,False,False,False,False,False,False,False,False,False,False
2012-10-14,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,41,True,False,False,False,False,False,False,False,False,False,False,False
2012-10-21,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,42,True,False,False,False,False,False,False,False,False,False,False,False
2012-10-28,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,43,True,False,False,False,False,False,False,False,False,False,False,False
2012-11-04,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,44,True,False,False,False,False,False,False,False,False,False,False,False
2012-11-11,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,45,True,False,False,False,False,False,False,False,False,False,False,False
2012-11-18,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,46,True,False,False,False,False,False,False,False,False,False,False,False
2012-11-25,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,47,True,False,False,False,False,False,False,False,False,False,False,False
2012-12-02,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,48,True,False,False,False,False,False,False,False,False,False,False,False
2012-12-09,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,49,True,False,False,False,False,False,False,False,False,False,False,False
2012-12-16,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,50,True,False,False,False,False,False,False,False,False,False,False,False
2012-12-23,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,51,True,False,False,False,False,False,False,False,False,False,False,False
2012-12-30,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,52,True,False,False,False,False,False,False,False,False,False,False,False
2013-01-06,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False
2013-01-13,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,2,True,False,False,False,False,False,False,False,False,False,False,False
2013-01-20,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,3,True,False,False,False,False,False,False,False,False,False,False,False
2013-01-27,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,4,True,False,False,False,False,False,False,False,False,False,False,False
2013-02-03,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False
2013-02-10,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,6,True,False,False,False,False,False,False,False,False,False,False,False
2013-02-17,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,7,True,False,False,False,False,False,False,False,False,False,False,False
2013-02-24,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,8,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-03,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,9,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-10,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,10,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-17,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,11,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-24,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,12,True,False,False,False,False,False,False,False,False,False,False,False
2013-03-31,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,13,True,False,False,False,False,False,False,False,False,False,False,False
2013-04-07,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,14,True,False,False,False,False,False,False,False,False,False,False,False
2013-04-14,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,15,True,False,False,False,False,False,False,False,False,False,False,False
2013-04-21,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,16,True,False,False,False,False,False,False,False,False,False,False,False
2013-04-28,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,17,True,False,False,False,False,False,False,False,False,False,False,False
2013-05-05,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,18,True,False,False,False,False,False,False,False,False,False,False,False
2013-05-12,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,19,True,False,False,False,False,False,False,False,False,False,False,False
2013-05-19,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,20,True,False,False,False,False,False,False,False,False,False,False,False
2013-05-26,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,21,True,False,False,False,False,False,False,False,False,False,False,False
2013-06-02,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,22,True,False,False,False,False,False,False,False,False,False,False,False
2013-06-09,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,23,True,False,False,False,False,False,False,False,False,False,False,False
2013-06-16,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,24,True,False,False,False,False,False,False,False,False,False,False,False
2013-06-23,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,25,True,False,False,False,False,False,False,False,False,False,False,False
2013-06-30,1212580.0,Baby Food,0.0,0.0,0.0,0.0,1,6,26,True,False,False,False,False,False,False,False,False,False,False,False
2013-07-07,0.0,Baby Food,1212580.0,0.0,0.0,606289.9999999999,0,7,27,True,False,False,False,False,False,False,False,False,False,False,False
2013-07-14,0.0,Baby Food,0.0,0.0,-1.0,606289.9999999999,0,7,28,True,False,False,False,False,False,False,False,False,False,False,False
2013-07-21,0.0,Baby Food,0.0,0.0,0.0,606289.9999999999,0,7,29,True,False,False,False,False,False,False,False,False,False,False,False
2013-07-28,0.0,Baby Food,0.0,1212580.0,0.0,606289.9999999999,0,7,30,True,False,False,False,False,False,False,False,False,False,False,False
2013-08-04,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,31,True,False,False,False,False,False,False,False,False,False,False,False
2013-08-11,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,32,True,False,False,False,False,False,False,False,False,False,False,False
2013-08-18,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,33,True,False,False,False,False,False,False,False,False,False,False,False
2013-08-25,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,34,True,False,False,False,False,False,False,False,False,False,False,False
2013-09-01,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,35,True,False,False,False,False,False,False,False,False,False,False,False
2013-09-08,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,36,True,False,False,False,False,False,False,False,False,False,False,False
2013-09-15,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,37,True,False,False,False,False,False,False,False,False,False,False,False
2013-09-22,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,38,True,False,False,False,False,False,False,False,False,False,False,False
2013-09-29,0.0,Baby Food,0.0,0.0,0.0,0.0,0,9,39,True,False,False,False,False,False,False,False,False,False,False,False
2013-10-06,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,40,True,False,False,False,False,False,False,False,False,False,False,False
2013-10-13,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,41,True,False,False,False,False,False,False,False,False,False,False,False
2013-10-20,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,42,True,False,False,False,False,False,False,False,False,False,False,False
2013-10-27,0.0,Baby Food,0.0,0.0,0.0,0.0,0,10,43,True,False,False,False,False,False,False,False,False,False,False,False
2013-11-03,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,44,True,False,False,False,False,False,False,False,False,False,False,False
2013-11-10,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,45,True,False,False,False,False,False,False,False,False,False,False,False
2013-11-17,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,46,True,False,False,False,False,False,False,False,False,False,False,False
2013-11-24,0.0,Baby Food,0.0,0.0,0.0,0.0,0,11,47,True,False,False,False,False,False,False,False,False,False,False,False
2013-12-01,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,48,True,False,False,False,False,False,False,False,False,False,False,False
2013-12-08,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,49,True,False,False,False,False,False,False,False,False,False,False,False
2013-12-15,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,50,True,False,False,False,False,False,False,False,False,False,False,False
2013-12-22,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,51,True,False,False,False,False,False,False,False,False,False,False,False
2013-12-29,0.0,Baby Food,0.0,0.0,0.0,0.0,0,12,52,True,False,False,False,False,False,False,False,False,False,False,False
2014-01-05,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,1,True,False,False,False,False,False,False,False,False,False,False,False
2014-01-12,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,2,True,False,False,False,False,False,False,False,False,False,False,False
2014-01-19,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,3,True,False,False,False,False,False,False,False,False,False,False,False
2014-01-26,0.0,Baby Food,0.0,0.0,0.0,0.0,0,1,4,True,False,False,False,False,False,False,False,False,False,False,False
2014-02-02,0.0,Baby Food,0.0,0.0,0.0,0.0,0,2,5,True,False,False,False,False,False,False,False,False,False,False,False
2014-02-09,1419101.52,Baby Food,0.0,0.0,0.0,0.0,1,2,6,True,False,False,False,False,False,False,False,False,False,False,False
2014-02-16,0.0,Baby Food,1419101.52,0.0,0.0,709550.7599999999,0,2,7,True,False,False,False,False,False,False,False,False,False,False,False
2014-02-23,0.0,Baby Food,0.0,0.0,-1.0,709550.7599999999,0,2,8,True,False,False,False,False,False,False,False,False,False,False,False
2014-03-02,0.0,Baby Food,0.0,0.0,0.0,709550.7599999999,0,3,9,True,False,False,False,False,False,False,False,False,False,False,False
2014-03-09,0.0,Baby Food,0.0,1419101.52,0.0,709550.7599999999,0,3,10,True,False,False,False,False,False,False,False,False,False,False,False
2014-03-16,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,11,True,False,False,False,False,False,False,False,False,False,False,False
2014-03-23,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,12,True,False,False,False,False,False,False,False,False,False,False,False
2014-03-30,0.0,Baby Food,0.0,0.0,0.0,0.0,0,3,13,True,False,False,False,False,False,False,False,False,False,False,False
2014-04-06,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,14,True,False,False,False,False,False,False,False,False,False,False,False
2014-04-13,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,15,True,False,False,False,False,False,False,False,False,False,False,False
2014-04-20,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,16,True,False,False,False,False,False,False,False,False,False,False,False
2014-04-27,0.0,Baby Food,0.0,0.0,0.0,0.0,0,4,17,True,False,False,False,False,False,False,False,False,False,False,False
2014-05-04,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,18,True,False,False,False,False,False,False,False,False,False,False,False
2014-05-11,0.0,Baby Food,0.0,0.0,0.0,0.0,0,5,19,True,False,False,False,False,False,False,False,False,False,False,False
2014-05-18,1901836.0,Baby Food,0.0,0.0,0.0,0.0,1,5,20,True,False,False,False,False,False,False,False,False,False,False,False
2014-05-25,0.0,Baby Food,1901836.0,0.0,0.0,950917.9999999999,0,5,21,True,False,False,False,False,False,False,False,False,False,False,False
2014-06-01,0.0,Baby Food,0.0,0.0,-1.0,950917.9999999998,0,6,22,True,False,False,False,False,False,False,False,False,False,False,False
2014-06-08,0.0,Baby Food,0.0,0.0,0.0,950917.9999999998,0,6,23,True,False,False,False,False,False,False,False,False,False,False,False
2014-06-15,0.0,Baby Food,0.0,1901836.0,0.0,950917.9999999998,0,6,24,True,False,False,False,False,False,False,False,False,False,False,False
2014-06-22,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,25,True,False,False,False,False,False,False,False,False,False,False,False
2014-06-29,0.0,Baby Food,0.0,0.0,0.0,0.0,0,6,26,True,False,False,False,False,False,False,False,False,False,False,False
2014-07-06,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,27,True,False,False,False,False,False,False,False,False,False,False,False
2014-07-13,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,28,True,False,False,False,False,False,False,False,False,False,False,False
2014-07-20,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,29,True,False,False,False,False,False,False,False,False,False,False,False
2014-07-27,0.0,Baby Food,0.0,0.0,0.0,0.0,0,7,30,True,False,False,False,False,False,False,False,False,False,False,False
2014-08-03,0.0,Baby Food,0.0,0.0,0.0,0.0,0,8,31,True,False,False,False,False,False,False,False,False,False,False,False
